주차장이름(pl_nm),일반-1일(전일)(pl_allday_pass_amt),계획주차면수(pl_num_space_planned),법정동코드(bemd_code),경도(logitude),위도(latitude)
능동로32길 160-00 주차장,0,5.0,10200,127.086841,37.552138
능동로32길 164-02 주차장,0,4.0,10200,127.086787,37.552019
능동로32길 158-00 주차장,0,6.0,10200,127.08667,37.5522
천호대로124길 060-14 주차장,0,4.0,10200,127.086633,37.552085
능동로32길 152-00 주차장,0,6.0,10200,127.086312,37.552318
천호대로122길 029-00 주차장,0,5.0,10200,127.087506,37.552217
천호대로114길 016-01 주차장,0,3.0,10200,127.082414,37.554944
능동코쿤하우스 주차장,0,6.0,10200,127.082393,37.554827
능동로32길 028-11 주차장,0,4.0,10200,127.079932,37.554388
능동로32길 028-12 주차장,0,4.0,10200,127.079727,37.554417
아림주택 주차장,0,1.0,10200,127.079678,37.554327
능동로32길 028-20 주차장,0,4.0,10200,127.079593,37.554078
천호대로112길 058-09 주차장,0,2.0,10200,127.079825,37.553975
어반타운 주차장,0,3.0,10200,127.079615,37.553896
능동로36길 086-04 주차장,0,3.0,10200,127.083433,37.554553
능동로36길 074-00 주차장,0,4.0,10200,127.08288,37.554818
아성스위트타운 주차장,0,14.0,10200,127.081913,37.553019
능동로32길 082-42 주차장,0,2.0,10200,127.081945,37.553253
스텔라하우스 주차장,0,5.0,10200,127.082114,37.553192
골든빌 주차장,0,9.0,10200,127.082537,37.553008
능동로32길 082-15 주차장,0,5.0,10200,127.082562,37.553194
능동로 262-00 주차장,0,6.0,10200,127.07777,37.553345
한사랑빌딩 주차장,0,5.0,10200,127.077843,37.553512
천호대로 576-00 주차장,0,6.0,10200,127.081843,37.555877
마이스터빌딩 주차장,0,13.0,10200,127.082012,37.555743
태평양빌딩 주차장,0,17.0,10200,127.082161,37.555681
능동주유소 주차장,0,8.0,10200,127.08246,37.55547
능동로36길 065-00 주차장,0,12.0,10200,127.082631,37.555231
동성빌딩 주차장,0,8.0,10200,127.083051,37.555378
광명빌딩 주차장,0,78.0,10200,127.083363,37.555288
천호대로 596-00 주차장,0,12.0,10200,127.083784,37.555147
천호대로 600-00 주차장,0,8.0,10200,127.084091,37.55498
능동로34길 153-00 주차장,0,8.0,10200,127.087291,37.552832
엠캐슬여름B 주차장,0,4.0,10200,127.08756,37.552742
능동로26길 025-00 주차장,0,8.0,10200,127.078681,37.552483
능동로24길 039-04 주차장,0,5.0,10200,127.07883,37.55254
능동로30길 034-00 주차장,0,5.0,10200,127.079337,37.55312
능동로30길 032-00 주차장,0,5.0,10200,127.079252,37.553214
동산빌딩 주차장,0,2.0,10200,127.078052,37.553866
정수아트빌 주차장,0,7.0,10200,127.078663,37.553612
에코빌 주차장,0,3.0,10200,127.078792,37.553509
천호대로110길 083-07 주차장,0,1.0,10200,127.078873,37.553394
능동로36길 103-00 주차장,0,7.0,10200,127.084624,37.554512
능동로36길 095-00 주차장,0,5.0,10200,127.08417,37.554616
윤성빌 주차장,0,7.0,10200,127.084303,37.554708
연승파크빌 주차장,0,16.0,10200,127.084436,37.554229
능동로34길 051-00 주차장,0,5.0,10200,127.082153,37.554767
경진빌 주차장,0,6.0,10200,127.082232,37.554898
능동로32길 085-04 주차장,0,1.0,10200,127.083262,37.553852
능동로36길 081-05 주차장,0,4.0,10200,127.083709,37.554936
이듬빌 주차장,0,10.0,10200,127.084478,37.55458
능동로36길 113-00 주차장,0,7.0,10200,127.085096,37.554295
능동로32길 101-00 주차장,0,2.0,10200,127.083951,37.553543
마리스홈 주차장,0,2.0,10200,127.080009,37.553787
천호대로112길 064-00 주차장,0,2.0,10200,127.080079,37.553518
대명피렌체 주차장,0,10.0,10200,127.079848,37.552955
능동로24길 065-00 주차장,0,1.0,10200,127.08005,37.553011
라온빌 주차장,0,6.0,10200,127.080211,37.553072
천호대로112길 071-00 주차장,0,4.0,10200,127.080402,37.553404
천호대로112길 069-00 주차장,0,1.0,10200,127.080257,37.553455
천호대로112길 059-00 주차장,0,6.0,10200,127.080411,37.553662
천호대로112길 049-00 주차장,0,6.0,10200,127.080681,37.554032
천호대로112길 046-00 주차장,0,7.0,10200,127.080526,37.554283
대명엘레강스 주차장,0,6.0,10200,127.083009,37.554421
능동로36길 134-05 주차장,0,2.0,10200,127.085974,37.553555
능동로24길 082-00 주차장,0,2.0,10200,127.080849,37.553416
퀸즈하우스 주차장,0,3.0,10200,127.08821,37.552537
능동로32길 026-00 주차장,0,1.0,10200,127.079944,37.554831
능동로32길 149-01 주차장,0,10.0,10200,127.086385,37.552591
광정빌딩 주차장,0,2.0,10200,127.077917,37.553724
천호대로110길 096-00 주차장,0,6.0,10200,127.07812,37.553245
아성빌라트 주차장,0,12.0,10200,127.082152,37.553009
능동로32길 082-34 주차장,0,4.0,10200,127.082278,37.553137
능동로32길 035-00 주차장,0,8.0,10200,127.080636,37.55475
능동로32길 033-07 주차장,0,6.0,10200,127.080439,37.555067
천호대로114길 029-00 주차장,0,5.0,10200,127.082446,37.554323
능동로24길 011-00 주차장,0,4.0,10200,127.077367,37.551871
천호대로116길 018-00 주차장,0,3.0,10200,127.083743,37.554417
능동로36길 085-00 주차장,0,4.0,10200,127.08362,37.55483
능동로36길 021-00 주차장,0,4.0,10200,127.080455,37.556084
베스트빌 2 주차장,0,3.0,10200,127.080115,37.552816
천호대로116길 109-00 주차장,0,6.0,10200,127.080468,37.552883
승부빌딩 주차장,0,4.0,10200,127.080602,37.555674
천호대로110길 058-01 주차장,0,3.0,10200,127.078806,37.554857
천호대로110길 071-06 주차장,0,3.0,10200,127.078918,37.553993
능동로32길 020-07 주차장,0,3.0,10200,127.079694,37.55469
능동로36길 126-00 주차장,0,3.0,10200,127.085507,37.553887
능동로34길 046-00 주차장,0,1.0,10200,127.081795,37.554693
능동빌리지 주차장,0,7.0,10200,127.084376,37.55399
능동로24길 098-03 주차장,0,1.0,10200,127.081446,37.554066
능동로32길 088-00 주차장,0,4.0,10200,127.083104,37.55358
능동주택 주차장,0,8.0,10200,127.084357,37.55372
천호대로118길 030-00 주차장,0,3.0,10200,127.084733,37.553402
능동로32길 105-00 주차장,0,7.0,10200,127.084173,37.553457
능동로32길 074-01 주차장,0,2.0,10200,127.082289,37.553798
능동로32길 053-03 주차장,0,8.0,10200,127.081478,37.554571
천호대로116길 064-06 주차장,0,5.0,10200,127.082388,37.552694
능동로32길 021-00 주차장,0,4.0,10200,127.07981,37.555064
능동로32길 130-12 주차장,0,5.0,10200,127.084921,37.552693
천호대로118길 033-09 주차장,0,1.0,10200,127.085327,37.553084
천호대로120길 040-00 주차장,0,3.0,10200,127.085821,37.552512
천호대로122길 028-00 주차장,0,8.0,10200,127.087379,37.55243
능동로32길 082-22 주차장,0,5.0,10200,127.08226,37.553473
천호대로118길 047-00 주차장,0,6.0,10200,127.084554,37.552658
능동로32길 106-07 주차장,0,2.0,10200,127.084018,37.552929
능동로32길 028-07 주차장,0,1.0,10200,127.08002,37.554515
능동로34길 023-00 주차장,0,3.0,10200,127.080684,37.555354
명문빌딩 주차장,0,4.0,10200,127.078482,37.554705
능동로34길 081-00 주차장,0,5.0,10200,127.083643,37.554175
능동로32길 098-00 주차장,0,7.0,10200,127.083593,37.553408
능동로36길 141-00 주차장,0,12.0,10200,127.086566,37.553757
로뎀파크뷰 주차장,0,4.0,10200,127.081742,37.552838
능동로34길 011-07 주차장,0,1.0,10200,127.080372,37.555627
주주하우스 주차장,0,5.0,10200,127.079051,37.55423
능동로32길 130-07 주차장,0,4.0,10200,127.085232,37.552476
쥬얼테크 주차장,0,9.0,10200,127.080354,37.556475
한울위너스빌 주차장,0,12.0,10200,127.078634,37.553084
능동로32길 106-03 주차장,0,3.0,10200,127.084096,37.553028
천호대로110길 083-08 주차장,0,2.0,10200,127.078676,37.553336
천록빌라 주차장,0,13.0,10200,127.086759,37.552437
세원그린빌 주차장,0,6.0,10200,127.086268,37.552157
능동로34길 056-00 주차장,0,8.0,10200,127.08221,37.554566
능동로30길 023-00 주차장,0,5.0,10200,127.079201,37.553647
천호대로124길 118-00 주차장,0,6.0,10200,127.083397,37.552751
천호대로124길 106-00 주차장,0,10.0,10200,127.084161,37.552576
능동아트빌라 주차장,0,8.0,10200,127.08582,37.552799
능동로32길 082-39 주차장,0,1.0,10200,127.082218,37.55245
천호대로116길 026-00 주차장,0,2.0,10200,127.083502,37.554049
능동로24길 062-00 주차장,0,4.0,10200,127.079983,37.552804
능동로34길 042-00 주차장,0,4.0,10200,127.081582,37.554802
능동로32길 059-00 주차장,0,5.0,10200,127.081766,37.554307
능동로36길 083-00 주차장,0,4.0,10200,127.083501,37.554879
천호대로118길 015-00 주차장,0,6.0,10200,127.085367,37.553942
천호대로120길 050-00 주차장,0,5.0,10200,127.085614,37.552149
노블레스 빌 주차장,0,32.0,10200,127.087379,37.553694
천호대로122길 027-00 주차장,0,3.0,10200,127.087574,37.552359
한솔고시텔 주차장,0,4.0,10200,127.078345,37.552453
천호대로112길 058-10 주차장,0,5.0,10200,127.079865,37.554058
능동로28길 029-00 주차장,0,5.0,10200,127.079074,37.552937
능동로28길 028-00 주차장,0,3.0,10200,127.07896,37.552758
스톤빌 주차장,0,9.0,10200,127.085055,37.553441
능동로26길 005-00 주차장,0,1.0,10200,127.077735,37.552933
대명이튼캐슬 주차장,0,22.0,10200,127.080019,37.553221
진주빌딩 주차장,0,2.0,10200,127.080131,37.556
JS빌딩 주차장,0,4.0,10200,127.078539,37.554816
대명월드 주차장,0,6.0,10200,127.078759,37.554046
능동로24길 095-00 주차장,0,3.0,10200,127.081068,37.554103
능동로34길 121-00 주차장,0,4.0,10200,127.085713,37.553398
하우젠빌 주차장,0,4.0,10200,127.085403,37.553312
풀하우스 주차장,0,8.0,10200,127.081037,37.552951
천호대로112길 043-00 주차장,0,3.0,10200,127.080812,37.554302
천호대로110길 100-00 주차장,0,4.0,10200,127.07799,37.553018
천호대로122길 021-00 주차장,0,2.0,10200,127.087707,37.552584
능동로32길 130-06 주차장,0,4.0,10200,127.085073,37.552621
천호대로120길 054-00 주차장,0,3.0,10200,127.085526,37.551971
능동로32길 020-24 주차장,0,3.0,10200,127.07913,37.554058
한성빌딩 주차장,0,22.0,10200,127.078358,37.554472
은혜큰어린이집 주차장,0,2.0,10200,127.083232,37.552785
능동로34길 010-00 주차장,0,4.0,10200,127.079891,37.55546
능동로32길 028-27 주차장,0,8.0,10200,127.079712,37.553655
천호대로112길 066-00 주차장,0,6.0,10200,127.079925,37.553533
능동주민센터 주차장,0,4.0,10200,127.080545,37.553767
대명파리지앙 주차장,0,6.0,10200,127.08428,37.554109
희래하이츠 주차장,0,6.0,10200,127.084041,37.553514
천호대로116길 064-05 주차장,0,2.0,10200,127.082326,37.552541
천호대로116길 050-04 주차장,0,8.0,10200,127.082907,37.553242
천호대로116길 050-05 주차장,0,5.0,10200,127.082717,37.55317
능동로34길 037-05 주차장,0,5.0,10200,127.081643,37.555117
천호대로116길 042-00 주차장,0,7.0,10200,127.083117,37.553462
천호대로112길 053-00 주차장,0,8.0,10200,127.080652,37.553896
능동로32길 020-00 주차장,0,2.0,10200,127.079614,37.554958
청솔빌라 주차장,0,6.0,10200,127.085287,37.553817
능동로32길 082-27 주차장,0,6.0,10200,127.082095,37.552687
그린하우스 주차장,0,8.0,10200,127.082016,37.554974
천호대로124길 060-12 주차장,0,6.0,10200,127.08658,37.551981
능동로36길 097-00 주차장,0,6.0,10200,127.084307,37.554571
능동로28길 022-00 주차장,0,5.0,10200,127.078664,37.552849
능동로30길 028-00 주차장,0,4.0,10200,127.079045,37.553481
동양아트빌 주차장,0,13.0,10200,127.079452,37.552226
경복초등학교 주차장,0,67.0,10200,127.086858,37.549882
삼성디지털프라자 주차장,0,36.0,10200,127.077488,37.552353
능동로36길 088-00 주차장,0,7.0,10200,127.083698,37.554589
능동로36길 128-00 주차장,0,5.0,10200,127.085683,37.553822
천호대로114길 015-00 주차장,0,7.0,10200,127.08272,37.554897
능동로36길 029-00 주차장,0,33.0,10200,127.0808,37.555992
천호대로116길 107-00 주차장,0,8.0,10200,127.080614,37.55292
능동로34길 104-00 주차장,0,5.0,10200,127.08469,37.553587
능동로32길 082-04 주차장,0,3.0,10200,127.08257,37.553686
포레 더 퍼스트 하임 주차장,0,6.0,10200,127.084399,37.553571
능동로36길 159-00 주차장,0,6.0,10200,127.087431,37.553493
능동로32길 128-00 주차장,0,4.0,10200,127.085069,37.552794
디아크빌 주차장,0,6.0,10200,127.082316,37.5523
능동로32길 082-01 주차장,0,4.0,10200,127.082763,37.553587
능동로32길 085-03 주차장,0,3.0,10200,127.083099,37.553942
능동로32길 073-00 주차장,0,2.0,10200,127.082484,37.554036
더에이치 주차장,0,15.0,10200,127.08505,37.55407
이천아트빌라 주차장,0,4.0,10400,127.108508,37.548609
광장로1다길 027-00 주차장,0,1.0,10400,127.102428,37.549565
아차산로 610-00 주차장,0,8.0,10400,127.1066,37.547165
리버힐오피스텔 주차장,0,91.0,10400,127.110186,37.550129
아차산로 591-00 주차장,0,2.0,10400,127.10491,37.546159
광장현대아파트 주차장,0,354.0,10400,127.100068,37.539796
서울광장초등학교 주차장,0,27.0,10400,127.101367,37.548263
광장로 051-00 주차장,0,3.0,10400,127.102822,37.547157
광장로 066-00 주차장,0,5.0,10400,127.104458,37.547298
광장동 노인복지회관 주차장,0,3.0,10400,127.104039,37.547189
광장로 060-00 주차장,0,1.0,10400,127.103855,37.547167
라빌레트 주차장,0,2.0,10400,127.103379,37.547024
천호대로143길 033-00 주차장,0,1.0,10400,127.103679,37.546967
광장동주민센터 주차장,0,10.0,10400,127.103107,37.546837
제비하우스2 주차장,0,8.0,10400,127.103146,37.546665
우일빌딩 주차장,0,2.0,10400,127.103322,37.54662
대광빌딩 주차장,0,6.0,10400,127.107596,37.549185
광장로5길 005-00 주차장,0,5.0,10400,127.10507,37.547866
광장로5길 023-01 주차장,0,5.0,10400,127.104728,37.548681
광장로7길 027-00 주차장,0,6.0,10400,127.105455,37.548993
광장로7길 023-00 주차장,0,4.0,10400,127.105451,37.548839
광장로7길 003-00 주차장,0,3.0,10400,127.10564,37.548004
대한제지 사옥 주차장,0,132.0,10400,127.102947,37.544078
광나루지구대 주차장,0,12.0,10400,127.103411,37.544416
광장12차현대홈타운 주차장,0,277.0,10400,127.10301,37.544929
현대 그린빌 주차장,0,12.0,10400,127.102056,37.545457
현대 아피스 주차장,0,4.0,10400,127.101891,37.545411
천호대로 798-05 주차장,0,3.0,10400,127.102122,37.545273
서울광남초등학교 주차장,0,26.0,10400,127.100972,37.540795
광남고등학교 주차장,0,63.0,10400,127.102161,37.541169
삼성아파트 주차장,0,76.0,10400,127.102065,37.542396
삼성아파트 주차장,0,72.0,10400,127.103301,37.541393
광장극동아파트 주차장,0,1170.0,10400,127.105099,37.543921
노블빌리지 주차장,0,24.0,10400,127.103024,37.541832
몽골울란바트로 문화진흥원 주차장,0,20.0,10400,127.098271,37.545819
양진초중학교 주차장,0,62.0,10400,127.09823,37.544615
광장로7길 004-00 주차장,0,2.0,10400,127.105924,37.54805
넛빌1 주차장,0,4.0,10400,127.106026,37.548292
워커힐아파트 주차장,0,741.0,10400,127.106572,37.550486
광장자이아파트 주차장,0,281.0,10400,127.09525,37.542583
청구아파트 주차장,0,478.0,10400,127.096317,37.542494
로원빌딩 주차장,0,6.0,10400,127.095775,37.541828
아차산로 491-00 주차장,0,10.0,10400,127.095999,37.541842
현대아파트 상가동 주차장,0,442.0,10400,127.097711,37.542515
광남유치원 주차장,0,518.0,10400,127.098549,37.540531
현대아파트 주차장,0,326.0,10400,127.09974,37.541936
진넥스오딧세이 주차장,0,39.0,10400,127.097274,37.541385
아차산로 498-00 주차장,0,2.0,10400,127.096741,37.541275
하나은행 광장동지점 주차장,0,3.0,10400,127.096727,37.541151
웨일즈어학원 주차장,0,22.0,10400,127.096448,37.54105
해강학원 주차장,0,4.0,10400,127.096785,37.540776
광장빌리지 주차장,0,24.0,10400,127.100514,37.541792
명성11 주차장,0,7.0,10400,127.100819,37.541871
광희현대타워 주차장,0,14.0,10400,127.101217,37.541957
진넥스크리닉센터 주차장,0,14.0,10400,127.100474,37.542399
상록타워아파트 주차장,0,215.0,10400,127.100967,37.54234
광장중학교 주차장,0,20.0,10400,127.101727,37.54709
워커힐빌리지 주차장,0,30.0,10400,127.099821,37.54855
아서앤그레이스 주차장,0,4.0,10400,127.101166,37.547121
광장로 045-00 주차장,0,4.0,10400,127.102338,37.547022
광장로1길 006-00 주차장,0,2.0,10400,127.102286,37.547158
신영빌라 주차장,0,4.0,10400,127.102763,37.54727
태양빌딩 주차장,0,4.0,10400,127.103031,37.547198
영빈아트빌라 주차장,0,2.0,10400,127.102599,37.547603
대호빌라 주차장,0,6.0,10400,127.10261,37.546124
도원빌딩 주차장,0,5.0,10400,127.103013,37.545958
리버파크빌 주차장,0,6.0,10400,127.103223,37.545911
천호대로143길 008-08 주차장,0,3.0,10400,127.103388,37.545844
아차산로73길 019-00 주차장,0,3.0,10400,127.103664,37.5461
천호대로143길 008-07 주차장,0,4.0,10400,127.103423,37.546027
까사나루 주차장,0,4.0,10400,127.103534,37.546142
호인빌 주차장,0,6.0,10400,127.103803,37.546385
아차산로75길 019-00 주차장,0,4.0,10400,127.104034,37.546287
아차산로75길 015-00 주차장,0,4.0,10400,127.10416,37.546255
아차산로73길 022-00 주차장,0,3.0,10400,127.103722,37.546279
아차산로73길 026-00 주차장,0,1.0,10400,127.103572,37.546352
광장로7길 009-00 주차장,0,3.0,10400,127.105498,37.548183
광장로7길 014-00 주차장,0,2.0,10400,127.105731,37.548484
광장로9길 022-00 주차장,0,1.0,10400,127.105852,37.548776
현대아파트 주차장,0,190.0,10400,127.098389,37.541668
광장로 077-00 주차장,0,2.0,10400,127.105678,37.547907
광장교회 주차장,0,6.0,10400,127.105256,37.548435
강변빌리지 1동 주차장,0,6.0,10400,127.108264,37.548509
천호대로 833-00 주차장,0,6.0,10400,127.107844,37.545223
워커힐파크빌 주차장,0,9.0,10400,127.10214,37.550714
신광빌딩 주차장,0,18.0,10400,127.107643,37.548021
세명빌라 주차장,0,8.0,10400,127.107861,37.548074
에쓰아트빌 주차장,0,5.0,10400,127.108053,37.548125
장순루 주차장,0,8.0,10400,127.107791,37.547829
