일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),주소(지번)(lot_num_address),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),경도(longitude),위도(latitude)
169,4755106,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 258-12,0,0,0,0,0,0,30000,20000,40000,127.087153,37.551838
170,4756108,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 243-10,0,0,0,0,0,0,30000,20000,40000,127.083809,37.552574
171,4756109,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 243-5,0,0,0,0,0,0,30000,20000,40000,127.083931,37.552514
172,5528220,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 243-5,0,0,0,0,0,0,30000,20000,40000,127.084072,37.55245
173,4759422,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 258-5,0,0,0,0,0,0,30000,20000,40000,127.086458,37.55158
174,5527869,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 258-5,0,0,0,0,0,0,30000,20000,40000,127.086027,37.55154
175,5528244,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-19,0,0,0,0,0,0,30000,20000,40000,127.085698,37.551629
176,4759386,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 258-19,0,0,0,0,0,0,30000,20000,40000,127.086639,37.55163
177,4755108,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 257-25,0,0,0,0,0,0,30000,20000,40000,127.087377,37.551944
178,4754422,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 258-19,0,0,0,0,0,0,30000,20000,40000,127.086731,37.551669
179,4736651,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 257-25,0,0,0,0,0,0,30000,20000,40000,127.087285,37.551907
180,4735351,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-35,0,0,0,0,0,0,30000,20000,40000,127.085194,37.551841
181,4737281,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-33,0,0,0,0,0,0,30000,20000,40000,127.085568,37.551695
182,4755449,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-4,0,0,0,0,0,0,30000,20000,40000,127.084781,37.55219
183,4757095,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-26,0,0,0,0,0,0,30000,20000,40000,127.084415,37.552303
184,4757113,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-4,0,0,0,0,0,0,30000,20000,40000,127.084635,37.552216
185,4757428,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-4,0,0,0,0,0,0,30000,20000,40000,127.084822,37.552081
186,4758096,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-36,0,0,0,0,0,0,30000,20000,40000,127.085007,37.551926
187,4758098,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-4,0,0,0,0,0,0,30000,20000,40000,127.085367,37.551774
188,4758424,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-4,0,0,0,0,0,0,30000,20000,40000,127.085388,37.55174
189,4758425,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-33,0,0,0,0,0,0,30000,20000,40000,127.085629,37.551684
190,4759419,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-19,0,0,0,0,0,0,30000,20000,40000,127.085908,37.551548
191,4759420,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-17,0,0,0,0,0,0,30000,20000,40000,127.085977,37.551527
192,4797700,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-25,0,0,0,0,0,0,30000,20000,40000,127.085807,37.551588
193,5527871,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-25,0,0,0,0,0,0,30000,20000,40000,127.085716,37.551623
194,5527872,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-25,0,0,0,0,0,0,30000,20000,40000,127.08573,37.551636
195,5527874,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-25,0,0,0,0,0,0,30000,20000,40000,127.085753,37.551649
196,5527876,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-4,0,0,0,0,0,0,30000,20000,40000,127.085582,37.551718
197,5527877,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-4,0,0,0,0,0,0,30000,20000,40000,127.085598,37.551714
198,5527878,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-35,0,0,0,0,0,0,30000,20000,40000,127.08522,37.551833
199,5527879,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-36,0,0,0,0,0,0,30000,20000,40000,127.085021,37.551923
200,5527880,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-36,0,0,0,0,0,0,30000,20000,40000,127.085065,37.55191
201,5527881,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-36,0,0,0,0,0,0,30000,20000,40000,127.085104,37.551894
202,5527882,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-36,0,0,0,0,0,0,30000,20000,40000,127.085158,37.551874
203,5527984,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-4,0,0,0,0,0,0,30000,20000,40000,127.0847,37.552198
204,5527986,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-26,0,0,0,0,0,0,30000,20000,40000,127.084467,37.552292
205,5527987,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-26,0,0,0,0,0,0,30000,20000,40000,127.084521,37.552275
206,5527988,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-26,0,0,0,0,0,0,30000,20000,40000,127.084591,37.552263
207,5527989,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 250-26,0,0,0,0,0,0,30000,20000,40000,127.084649,37.552236
208,5528048,능동 IoT 공유주차장,11215,10200,서울특별시 광진구 능동 314-6,0,0,0,0,0,0,30000,20000,40000,127.079257,37.55195
209,4737310,능동IoT공유주차장,11215,10200,서울특별시 광진구 능동 314-8 금선빌라트,0,0,0,0,0,0,30000,20000,40000,127.077972,37.551852
210,4754523,능동IoT공유주차장,11215,10200,서울특별시 광진구 능동 315-12,0,0,0,0,0,0,30000,20000,40000,127.077904,37.551827
211,4754524,능동IoT공유주차장,11215,10200,서울특별시 광진구 능동 314-7,0,0,0,0,0,0,30000,20000,40000,127.078171,37.551933
212,4754526,어린이대공원옆노상주차장,11215,10200,서울특별시 광진구 능동 314-6,0,0,0,0,0,0,30000,20000,40000,127.078516,37.552
213,4756794,313-8 노상주차장,11215,10200,서울특별시 광진구 능동 313-8,0,0,0,0,0,0,30000,20000,40000,127.07885,37.552138
214,4756836,능동IoT공유주차장,11215,10200,서울특별시 광진구 능동 314-6,0,0,0,0,0,0,30000,20000,40000,127.078347,37.551968
215,4757448,어린이대공원옆노상주차장,11215,10200,서울특별시 광진구 능동 315-10,0,0,0,0,0,0,30000,20000,40000,127.077373,37.551728
216,4758467,능동IoT공유주차장,11215,10200,서울특별시 광진구 능동 315-10,0,0,0,0,0,0,30000,20000,40000,127.077689,37.551766
217,4759091,능동IoT공유주차장,11215,10200,서울특별시 광진구 능동 315-10,0,0,0,0,0,0,30000,20000,40000,127.077543,37.55177
218,4735333,135-40 거주자우선주차장,11215,10200,서울특별시 광진구 능동 135-40,0,0,0,0,0,0,30000,20000,40000,127.081552,37.552417
219,4755510,135-40 거주자우선주차장,11215,10200,서울특별시 광진구 능동 135-40,0,0,0,0,0,0,30000,20000,40000,127.08173,37.552272
220,4756838,135-40 거주자우선주차장,11215,10200,서울특별시 광진구 능동 135-40,0,0,0,0,0,0,30000,20000,40000,127.081595,37.552357
221,4797054,135-40 거주자우선주차장,11215,10200,서울특별시 광진구 능동 135-40,0,0,0,0,0,0,30000,20000,40000,127.081667,37.552286
222,4755439,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 135-3,0,0,0,0,0,0,30000,20000,40000,127.083009,37.552614
223,4755440,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 243-10,0,0,0,0,0,0,30000,20000,40000,127.083742,37.552583
224,4755511,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 135-3,0,0,0,0,0,0,30000,20000,40000,127.082605,37.552298
225,4755513,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 135-3,0,0,0,0,0,0,30000,20000,40000,127.082702,37.552404
226,4755514,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 241-23,0,0,0,0,0,0,30000,20000,40000,127.08276,37.552494
227,4810402,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 135-3,0,0,0,0,0,0,30000,20000,40000,127.082517,37.55223
228,4818167,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 242-20,0,0,0,0,0,0,30000,20000,40000,127.08311,37.552623
229,5528181,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 135-3,0,0,0,0,0,0,30000,20000,40000,127.082726,37.552443
230,5528182,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 135-3,0,0,0,0,0,0,30000,20000,40000,127.082944,37.55263
231,5528213,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 242-20,0,0,0,0,0,0,30000,20000,40000,127.083546,37.552605
232,5528231,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 251-5,0,0,0,0,0,0,30000,20000,40000,127.08529,37.551803
233,5528256,어린이대공원노상주차장,11215,10200,서울특별시 광진구 능동 252-17,0,0,0,0,0,0,30000,20000,40000,127.086259,37.551491
234,4735348,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 249-6 드림-스페이스,0,0,0,0,0,0,30000,20000,40000,127.08548,37.548684
235,4736680,617-26 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085697,37.547916
236,4755467,612-15 노상주차장,11215,10300,서울특별시 광진구 구의동 617-26 그랜드파크빌,0,0,0,0,0,0,30000,20000,40000,127.085591,37.548149
237,4756472,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 612-15,0,0,0,0,0,0,30000,20000,40000,127.085815,37.547585
238,4756781,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085838,37.5475
239,4757766,612-10 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085467,37.548471
240,4757797,617-26 노상주차장,11215,10300,서울특별시 광진구 구의동 612-10 CEMIU,0,0,0,0,0,0,30000,20000,40000,127.085651,37.548053
241,4759094,612-10 노상주차장,11215,10300,서울특별시 광진구 구의동 617-26 그랜드파크빌,0,0,0,0,0,0,30000,20000,40000,127.085496,37.548403
242,4759114,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 612-10 CEMIU,0,0,0,0,0,0,30000,20000,40000,127.085796,37.547661
243,4798475,612-15 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085565,37.54821
244,4808138,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 612-15,0,0,0,0,0,0,30000,20000,40000,127.085788,37.547704
245,5529514,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085822,37.54752
246,5529515,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085803,37.547621
247,5529526,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085763,37.547753
248,5529527,617-33 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085748,37.547816
249,5529546,617-26 노상주차장,11215,10300,서울특별시 광진구 구의동 617-33 구의2동제2경로당,0,0,0,0,0,0,30000,20000,40000,127.085647,37.548058
250,5529550,617-26 노상주차장,11215,10300,서울특별시 광진구 구의동 617-26 그랜드파크빌,0,0,0,0,0,0,30000,20000,40000,127.085627,37.548099
251,5529553,617-26 노상주차장,11215,10300,서울특별시 광진구 구의동 617-26 그랜드파크빌,0,0,0,0,0,0,30000,20000,40000,127.085615,37.548122
252,5529554,617-26 노상주차장,11215,10300,서울특별시 광진구 구의동 617-26 그랜드파크빌,0,0,0,0,0,0,30000,20000,40000,127.085609,37.54815
253,5529555,617-26 노상주차장,11215,10300,서울특별시 광진구 구의동 617-26 그랜드파크빌,0,0,0,0,0,0,30000,20000,40000,127.085597,37.548189
254,5529556,612-15 노상주차장,11215,10300,서울특별시 광진구 구의동 617-26 그랜드파크빌,0,0,0,0,0,0,30000,20000,40000,127.085567,37.548236
255,5529557,612-15 노상주차장,11215,10300,서울특별시 광진구 구의동 612-15,0,0,0,0,0,0,30000,20000,40000,127.085562,37.548253
256,5529561,612-10 노상주차장,11215,10300,서울특별시 광진구 구의동 612-15,0,0,0,0,0,0,30000,20000,40000,127.085513,37.548375
257,5529562,612-10 노상주차장,11215,10300,서울특별시 광진구 구의동 612-10 CEMIU,0,0,0,0,0,0,30000,20000,40000,127.085534,37.548337
258,5529563,612-10 노상주차장,11215,10300,서울특별시 광진구 구의동 612-10 CEMIU,0,0,0,0,0,0,30000,20000,40000,127.085551,37.548301
259,5529564,612-10 노상주차장,11215,10300,서울특별시 광진구 구의동 612-10 CEMIU,0,0,0,0,0,0,30000,20000,40000,127.085572,37.548264
260,5529565,612-10 노상주차장,11215,10300,서울특별시 광진구 구의동 612-10 CEMIU,0,0,0,0,0,0,30000,20000,40000,127.085482,37.548424
261,5529569,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-10 CEMIU,0,0,0,0,0,0,30000,20000,40000,127.085468,37.548709
262,5529570,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085458,37.54873
263,5529571,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085449,37.548762
264,5529579,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085468,37.548781
265,5529580,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085492,37.548798
266,5529581,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085512,37.548804
267,5529582,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085529,37.548821
268,5529583,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085539,37.548831
269,5529584,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085547,37.548834
270,5529585,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085553,37.548841
271,5529586,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.08556,37.548847
272,5529587,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085566,37.548852
273,5529588,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085943,37.549116
274,5529589,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.085982,37.549088
275,5529590,612-7 노상주차장,11215,10300,서울특별시 광진구 구의동 612-7,0,0,0,0,0,0,30000,20000,40000,127.086007,37.549063
276,4755171,201-2 노상주차장,11215,10200,서울특별시 광진구 능동 201-2 마리스홈,0,0,0,0,0,0,30000,20000,40000,127.079487,37.553791
277,4756758,453-18 노상주차장,11215,10200,서울특별시 광진구 능동 232-9,0,0,0,0,0,0,30000,20000,40000,127.080182,37.553623
278,4757830,201-2 노상주차장,11215,10200,서울특별시 광진구 능동 201-2 마리스홈,0,0,0,0,0,0,30000,20000,40000,127.0799,37.553643
279,4759433,201-2 노상주차장,11215,10200,서울특별시 광진구 능동 201-2 마리스홈,0,0,0,0,0,0,30000,20000,40000,127.079388,37.553814
280,4759434,201-2 노상주차장,11215,10200,서울특별시 광진구 능동 201-2 마리스홈,0,0,0,0,0,0,30000,20000,40000,127.079721,37.553733
281,4808200,453-18 노상주차장,11215,10200,서울특별시 광진구 능동 232-9,0,0,0,0,0,0,30000,20000,40000,127.080336,37.553832
282,4808719,315-5 노상주차장,11215,10200,서울특별시 광진구 능동 315-5,0,0,0,0,0,0,30000,20000,40000,127.077754,37.552292
283,5529932,315-5 노상주차장,11215,10200,서울특별시 광진구 능동 315-5,0,0,0,0,0,0,30000,20000,40000,127.077775,37.552315
284,5529933,315-5 노상주차장,11215,10200,서울특별시 광진구 능동 315-5,0,0,0,0,0,0,30000,20000,40000,127.077738,37.552249
285,5529934,315-5 노상주차장,11215,10200,서울특별시 광진구 능동 315-5,0,0,0,0,0,0,30000,20000,40000,127.07772,37.552216
286,4737189,225-31 노상주차장,11215,10200,서울특별시 광진구 능동 225-31,0,0,0,0,0,0,30000,20000,40000,127.079094,37.554926
287,4755165,224-1 노상주차장,11215,10200,서울특별시 광진구 능동 224-1,0,0,0,0,0,0,30000,20000,40000,127.079665,37.556008
288,4755166,224-1 노상주차장,11215,10200,서울특별시 광진구 능동 224-1,0,0,0,0,0,0,30000,20000,40000,127.079636,37.5556
289,4755168,223-25 노상주차장,11215,10200,서울특별시 광진구 능동 223-25,0,0,0,0,0,0,30000,20000,40000,127.080489,37.555295
290,4755169,320-9 노상주차장,11215,10200,서울특별시 광진구 능동 320-9,0,0,0,0,0,0,30000,20000,40000,127.078776,37.554337
291,4756161,283-6 노상주차장,11215,10200,서울특별시 광진구 능동 283-6 천지빌딩,0,0,0,0,0,0,30000,20000,40000,127.077369,37.552866
292,4756162,283-6 노상주차장,11215,10200,서울특별시 광진구 능동 283-6 천지빌딩,0,0,0,0,0,0,30000,20000,40000,127.078527,37.552283
293,4756793,284-8 노상주차장,11215,10200,서울특별시 광진구 능동 284-8 대성파크빌라,0,0,0,0,0,0,30000,20000,40000,127.078267,37.553304
294,4759431,223-24 노상주차장,11215,10200,서울특별시 광진구 능동 223-24,0,0,0,0,0,0,30000,20000,40000,127.080551,37.555262
295,4759432,320-44 노상주차장,11215,10200,서울특별시 광진구 능동 320-44,0,0,0,0,0,0,30000,20000,40000,127.078863,37.554542
296,4810347,223-41 노상주차장,11215,10200,서울특별시 광진구 능동 223-41,0,0,0,0,0,0,30000,20000,40000,127.079402,37.555568
297,5530283,223-41 노상주차장,11215,10200,서울특별시 광진구 능동 223-41,0,0,0,0,0,0,30000,20000,40000,127.079423,37.555605
298,5530301,223-25 노상주차장,11215,10200,서울특별시 광진구 능동 223-25,0,0,0,0,0,0,30000,20000,40000,127.08037,37.555391
299,5530302,223-25 노상주차장,11215,10200,서울특별시 광진구 능동 223-25,0,0,0,0,0,0,30000,20000,40000,127.080204,37.555454
300,5530397,224-1 노상주차장,11215,10200,서울특별시 광진구 능동 224-1,0,0,0,0,0,0,30000,20000,40000,127.079674,37.556049
301,5530398,224-1 노상주차장,11215,10200,서울특별시 광진구 능동 224-1,0,0,0,0,0,0,30000,20000,40000,127.079698,37.556092
302,4736666,235-2 노상주차장,11215,10200,서울특별시 광진구 능동 235-2,0,0,0,0,0,0,30000,20000,40000,127.082178,37.555253
303,4736679,245-2 거주자우선주차장,11215,10200,서울특별시 광진구 능동 245-2,0,0,0,0,0,0,30000,20000,40000,127.084303,37.554444
304,4756432,243-23 노상주차장,11215,10200,서울특별시 광진구 능동 243-23,0,0,0,0,0,0,30000,20000,40000,127.083946,37.553185
