일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),산구분(land_registered),공유주차장구분(shared_parkinglot),번지(beonji),호(ho),주소(지번)(lot_num_address),새주소-도로명(road_nm_address),새주소-건물번호(bld_num),소유주체(possessor),급지(pl_grade),유무료(pl_fee),평일시작시간(pl_weekday_start_time),평일종료시간(pl_weekday_end_time),토요일시작시간(pl_sat_start_time),토요일종료시간(pl_sat_end_time),공휴일시작시간(pl_holiday_start_time),공휴일종료시간(pl_holiday_end_time),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),주차요금지불방식(pl_payment_option),부제시행(bool_not_driving_system),운영방식(operation_type),구간번호(section),구획번호(parcel),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),거주자-평일시작시간(resident_weekday_start_time),거주자-평일종료시간(resident_weekday_end_time),거주자-토요일시작시간(resident_sat_start_time),거주자-토요일종료시간(resident_sat_end_time),거주자-휴일시작시간(resident_holiday_start_time),거주자-휴일종료시간(resident_holiday_end_time),할인정책-장애인(pl_discount_disabled),할인정책-경차(pl_discount_compact),할인정책-다자녀가정(두자녀)(pl_discount_2children),할인정책-다자녀가정(세자녀)(pl_discount_3children),할인정책-국가유공자(pl_discount_person_merit),할인정책-10부제참여차량(pl_discount_ten_part_system),할인정책-요일제차량(pl_discount_weekdayly),할인정책-기타할인율(pl_discount_other_percent),할인정책-기타대상(pl_discount_other_target),그룹관리번호(managing_group_no),경도(longitude),위도(latitude),구축기준일(final_end_dt)
859,4735963,340-2 노상주차장,11215,10100,임야도 등록,,340,2,서울특별시 광진구 중곡동 340-2,긴고랑로,70-,2,2,유료,0900,1800,0900,1500,0000,2400,5,200,0,0,0,0,"현금, 카드",미시행,시간제주차장,없음,유료49,100000,0,0,0000,2400,0000,2400,0000,2400,80,50,0,0,80,0,30,0,0,1121510100034,127.083528,37.561609,2022-11-25
860,4736644,62-58 노상주차장,11215,10100,임야도 등록,,62,58,서울특별시 광진구 중곡동 62-58,긴고랑로,125-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,436,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100039,127.088656,37.558909,2022-11-25
861,4736659,234-15 거주자우선주차장,11215,10100,임야도 등록,,234,15,서울특별시 광진구 중곡동 234-15,동일로72길,20-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,357-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100002,127.078721,37.565676,2022-11-25
862,4736681,중곡복개천공영주차장B,11215,10100,임야도 등록,,150,214,서울특별시 광진구 중곡동 150-214 우석빌라,긴고랑로,100-,2,2,유료,0900,1800,0900,1500,0000,2400,5,200,0,0,0,0,"현금, 카드",미시행,시간제주차장,없음,유료72,100000,0,0,0000,2400,0000,2400,0000,2400,80,50,0,0,80,0,30,0,0,1121510100004,127.086438,37.559982,2022-11-25
863,4737187,106-22 거주자우선주차장,11215,10100,임야도 등록,,106,22,서울특별시 광진구 중곡동 106-22,영화사로9가길,13-10,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,664,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093675,37.556314,2022-11-25
864,4737271,107-18 거주자우선주차장,11215,10100,임야도 등록,,107,18,서울특별시 광진구 중곡동 107-18,영화사로9길,47-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,494,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093630,37.556551,2022-11-25
865,4737277,74-45 노상주차장,11215,10100,임야도 등록,,74,45,서울특별시 광진구 중곡동 74-45,긴고랑로,178-1,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,283,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.094412,37.559455,2022-11-25
866,4737282,195-1 노상주차장,11215,10100,임야도 등록,,195,1,서울특별시 광진구 중곡동 195-1 중곡3동마을공원공영주차장,용마산로33길,25-,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,136-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100002,127.084451,37.570147,2022-11-25
867,4737285,중곡2차아파트옆노상주차장,11215,10100,임야도 등록,,190,26,서울특별시 광진구 중곡동 190-26 중곡아파트,긴고랑로1길,55-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,206,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100003,127.078618,37.566512,2022-11-25
868,4737287,254-26 노상주차장,11215,10100,임야도 등록,,254,26,서울특별시 광진구 중곡동 254-26,긴고랑로6길,44-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,325,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100325,127.077430,37.561731,2022-11-25
869,4737293,255-19 노상주차장,11215,10100,임야도 등록,,255,19,서울특별시 광진구 중곡동 255-19,긴고랑로8길,40-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,345,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100345,127.078106,37.561683,2022-11-25
870,4737294,중곡1차아파트옆노상주차장,11215,10100,임야도 등록,,191,77,서울특별시 광진구 중곡동 191-77 중곡아파트,동일로72길,17-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,217,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100003,127.078620,37.566421,2022-11-25
871,4737297,245-37 거주자우선주차장,11215,10100,임야도 등록,,245,37,서울특별시 광진구 중곡동 245-37,긴고랑로8길,25-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,348-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100009,127.078539,37.562321,2022-11-25
872,4737308,한국천주교중앙협의외앞노상주차장,11215,10100,임야도 등록,,643,4,서울특별시 광진구 중곡동 643-4 메리놀성당,면목로,70-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,119,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100119,127.079377,37.559821,2022-11-25
873,4738268,340-3 노상주차장,11215,10100,임야도 등록,,340,3,서울특별시 광진구 중곡동 340-3,긴고랑로,72-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,유료54,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100034,127.083724,37.561472,2022-11-25
874,4738270,동방프라자앞노상주차장,11215,10100,임야도 등록,,579,1,서울특별시 광진구 중곡동 579-1 동방프라자,면목로17길,40-,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,165-4,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100001,127.080901,37.570626,2022-11-25
875,4738278,167-13 거주자우선주차장,11215,10100,임야도 등록,,167,13,서울특별시 광진구 중곡동 167-13,긴고랑로13길,92-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,281,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100004,127.083807,37.566399,2022-11-25
876,4738374,646-23 거주자우선주차장,11215,10100,임야도 등록,,646,23,서울특별시 광진구 중곡동 646-23,긴고랑로14길,72-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,128-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100128,127.079826,37.559132,2022-11-25
877,4738712,106-22 거주자우선주차장,11215,10100,임야도 등록,,106,22,서울특별시 광진구 중곡동 106-22,영화사로9가길,13-10,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,665,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093681,37.556286,2022-11-25
878,4738713,110-3 노상주차장,11215,10100,임야도 등록,,110,3,서울특별시 광진구 중곡동 110-3 에이씨연립,자양로53길,37-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,560,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100042,127.092146,37.554941,2022-11-25
879,4738814,242-41 거주자우선주차장,11215,10100,임야도 등록,,242,41,서울특별시 광진구 중곡동 242-41,긴고랑로12길,17-,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,70,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100007,127.080611,37.561980,2022-11-25
880,4738817,30-1 거주자우선주차장,11215,10100,임야도 등록,,30,1,서울특별시 광진구 중곡동 30-1 국립정신건강센터,용마산로,127-,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,328,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100005,127.086013,37.565708,2022-11-25
881,4754190,584-7 노상주차장,11215,10100,임야도 등록,,584,7,서울특별시 광진구 중곡동 584-7,답십리로76길,22-1,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,167,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100001,127.080654,37.570574,2022-11-25
882,4754191,580-7 노상주차장,11215,10100,임야도 등록,,580,7,서울특별시 광진구 중곡동 580-7,답십리로76길,7-,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,164,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100001,127.080861,37.571243,2022-11-25
883,4754208,582-7 노상주차장,11215,10100,임야도 등록,,582,7,서울특별시 광진구 중곡동 582-7,답십리로76길,6-,2,0,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,163,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100001,127.080895,37.571352,2022-11-25
884,4754411,18-103 거주자우선주차장,11215,10100,임야도 등록,,18,103,서울특별시 광진구 중곡동 18-103,용마산로22길,11-10,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,153,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100038,127.087666,37.564122,2022-11-25
885,4754529,신성시장길공영노상주차장,11215,10100,임야도 등록,,99,3,서울특별시 광진구 중곡동 99-3 대순진리회성동회관,영화사로,41-,2,2,유료,0000,0000,0900,1500,0000,0000,10,500,0,0,0,0,정보없음,미시행,시간제주차장,없음,유료14,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100035,127.091513,37.556258,2022-11-25
886,4754531,88-41 노상주차장,11215,10100,임야도 등록,,88,41,서울특별시 광진구 중곡동 88-41,긴고랑로36길,58-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,464,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.091347,37.556923,2022-11-25
887,4754763,78-2 노상주차장,11215,10100,임야도 등록,,78,2,서울특별시 광진구 중곡동 78-2,용마산로,58-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,211-5,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100039,127.088103,37.558920,2022-11-25
888,4754764,78-8 거주자우선주차장,11215,10100,임야도 등록,,78,8,서울특별시 광진구 중곡동 78-8,긴고랑로,120-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,211-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100039,127.088352,37.558853,2022-11-25
889,4754766,77-33 노상주차장,11215,10100,임야도 등록,,77,33,서울특별시 광진구 중곡동 77-33 광성빌딩,긴고랑로,130-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,220,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100039,127.089316,37.558865,2022-11-25
890,4754767,중곡복개천공영주차장,11215,10100,임야도 등록,,39,40,서울특별시 광진구 중곡동 39-40,긴고랑로,69-,2,5,유료,0000,0000,0900,1500,0000,0000,5,200,0,0,0,0,정보없음,미시행,시간제주차장,없음,유료42,0,0,0,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100031,127.084903,37.560919,2022-11-25
891,4754769,293-5 거주자우선주차장,11215,10100,임야도 등록,,293,5,서울특별시 광진구 중곡동 293-5,용마산로30길,35-,2,0,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,67,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100038,127.087833,37.568682,2022-11-25
892,4754771,18-125 거주자우선주차장,11215,10100,임야도 등록,,18,125,서울특별시 광진구 중곡동 18-125,용마산로22길,19-6,2,0,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,133,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100038,127.088141,37.563841,2022-11-25
893,4754772,18-109 거주자우선주차장,11215,10100,임야도 등록,,18,109,서울특별시 광진구 중곡동 18-109,용마산로22길,11-28,2,0,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,147,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100038,127.087567,37.564894,2022-11-25
894,4754775,150-38 거주자우선주차장,11215,10100,임야도 등록,,150,38,서울특별시 광진구 중곡동 150-38,용마산로8가길,69-,2,0,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,209,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100038,127.088252,37.562978,2022-11-25
895,4754778,126-23 노상주차장,11215,10100,임야도 등록,,126,23,서울특별시 광진구 중곡동 126-23 THE Arium,긴고랑로30길,38-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,거주자29,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100035,127.087017,37.558146,2022-11-25
896,4754779,126-68 노상주차장,11215,10100,임야도 등록,,126,68,서울특별시 광진구 중곡동 126-68,긴고랑로30길,32-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,거주자31,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100035,127.086988,37.558366,2022-11-25
897,4754780,중곡복개천공영주차장,11215,10100,임야도 등록,,40,8,서울특별시 광진구 중곡동 40-8,긴고랑로,57-,2,2,유료,0900,1800,0900,1500,0000,2400,5,200,0,0,0,0,"현금, 카드",미시행,시간제주차장,없음,유료43,100000,0,0,0000,2400,0000,2400,0000,2400,80,50,0,0,80,0,30,0,0,1121510100036,127.082607,37.562074,2022-11-25
898,4754782,중곡복개천공영주차장,11215,10100,임야도 등록,,39,40,서울특별시 광진구 중곡동 39-40,긴고랑로,69-,2,2,유료,0900,1800,0900,1500,0000,2400,5,200,0,0,0,0,"현금, 카드",미시행,시간제주차장,없음,유료31,100000,0,0,0000,2400,0000,2400,0000,2400,80,50,0,0,80,0,30,0,0,1121510100036,127.083747,37.561636,2022-11-25
899,4754798,중곡1차아파트옆노상주차장,11215,10100,임야도 등록,,191,77,서울특별시 광진구 중곡동 191-77 중곡아파트,동일로72길,17-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,223,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100003,127.078818,37.566777,2022-11-25
900,4754800,중곡1차아파트옆노상주차장,11215,10100,임야도 등록,,191,77,서울특별시 광진구 중곡동 191-77 중곡아파트,동일로72길,17-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,221,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100003,127.078770,37.566664,2022-11-25
901,4754801,중곡1차아파트옆노상주차장,11215,10100,임야도 등록,,191,77,서울특별시 광진구 중곡동 191-77 중곡아파트,동일로72길,17-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,219,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100003,127.078693,37.566558,2022-11-25
902,4754803,중곡1차아파트옆노상주차장,11215,10100,임야도 등록,,191,77,서울특별시 광진구 중곡동 191-77 중곡아파트,동일로72길,17-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,215,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100003,127.078536,37.566273,2022-11-25
903,4754816,618-5 노상주차장,11215,10100,임야도 등록,,618,5,서울특별시 광진구 중곡동 618-5,면목로9길,20-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,239-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100239,127.077159,37.560620,2022-11-25
904,4754818,634-2 거주자우선주차장,11215,10100,임야도 등록,,634,2,서울특별시 광진구 중곡동 634-2,동일로62길,13-7,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,273,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100273,127.075050,37.560080,2022-11-25
905,4754819,259-26 노상주차장,11215,10100,임야도 등록,,259,26,서울특별시 광진구 중곡동 259-26,능동로43길,19-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,40,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.080522,37.561330,2022-11-25
906,4754821,646-24 노상주차장,11215,10100,임야도 등록,,646,24,서울특별시 광진구 중곡동 646-24,천호대로107길,48-14,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,126,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100126,127.080042,37.559594,2022-11-25
907,4754823,169-56 거주자우선주차장,11215,10100,임야도 등록,,169,56,서울특별시 광진구 중곡동 169-56 로마네스크1,능동로55길,24-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,35,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100004,127.083984,37.567837,2022-11-25
908,4754824,170-2 거주자우선주차장,11215,10100,임야도 등록,,170,2,서울특별시 광진구 중곡동 170-2 제일아트빌,면목로12길,37-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,33,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100004,127.083762,37.567684,2022-11-25
909,4754826,170-5 거주자우선주차장,11215,10100,임야도 등록,,170,5,서울특별시 광진구 중곡동 170-5,면목로12길,31-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,30,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100004,127.083649,37.567471,2022-11-25
910,4754828,107-23 거주자우선주차장,11215,10100,임야도 등록,,107,23,서울특별시 광진구 중곡동 107-23,영화사로9길,35-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,480,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.092805,37.556360,2022-11-25
911,4754836,106-10 거주자우선주차장,11215,10100,임야도 등록,,106,10,서울특별시 광진구 중곡동 106-10,영화사로9가길,39-15,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,494-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100040,127.093652,37.556554,2022-11-25
912,4754837,신성시장노상주차장,11215,10100,임야도 등록,,81,2,서울특별시 광진구 중곡동 81-2,자양로53길,109-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,538,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100041,127.089196,37.557028,2022-11-25
913,4754839,81-17 노상주차장,11215,10100,임야도 등록,,81,17,서울특별시 광진구 중곡동 81-17 원진주택,용마산로4길,21-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,542-5,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100041,127.089332,37.556452,2022-11-25
914,4754841,욱현아파트앞노상주차장,11215,10100,임야도 등록,,90,18,서울특별시 광진구 중곡동 90-18 욱현아파트,용마산로2길,45-,2,5,유료,0000,0000,0900,1500,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,518,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510100041,127.090738,37.555944,2022-11-25
